galaxy,zone,model,degree,n_points,k_effective,rss,aic,aicc,bic,coef_json
NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.2995313820882751,-191.77662157731464,-191.45229725299032,-188.39886266908678,"[-0.5583926199786546, 0.6298317057341591]"
NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.09703886017639013,-234.86092857777803,-234.19426191111137,-229.7942902154362,"[-0.360445728580029, -0.4275776033921129, 1.0070564848821641]"
NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.06354232023236088,-249.7971435532545,-248.65428641039736,-243.04162573679875,"[-0.24397871872518084, -1.5659541789196638, 3.625726919152187, -1.6626478947746197]"
NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.06155404185364213,-249.06876859250707,-247.30406271015414,-240.6243713219374,"[-0.28518046012203313, -0.9594088120647412, 1.2198860038552013, 1.8195971740814585, -1.6582119375505158]"
NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.05460632470326546,-251.85940079990655,-249.31394625445202,-241.72612407522294,"[-0.17205879647844122, -3.2056946564900137, 14.408567975292724, -30.00290095825498, 31.83997634997091, -12.761214585722449]"
NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.04826695556117647,-254.79550225787955,-251.29550225787955,-242.973346079082,"[-0.01126448491145953, -7.225526165385571, 46.33732636948748, -141.9176931094667, 224.15730796866364, -171.64644138737958, 50.439754540209144]"
NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,1.3410245722451992,-131.81782104641402,-131.4934967220897,-128.44006213818616,"[-0.1312035913129542, 1.1182598311266874]"
NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.4173548857099537,-176.50791313450515,-175.8412464678385,-171.44127477216333,"[-0.5539720092291496, 3.3766396296198273, -2.1508379033267992]"
NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.2801099417650592,-190.4581023132963,-189.31524517043917,-183.70258449684056,"[-0.7897216982203327, 5.680913809663929, -7.451486913024605, 3.36549143472877]"
NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.2777794112264613,-188.79229676712117,-187.02759088476824,-180.3478994965515,"[-0.7451145585412081, 5.024236373620151, -4.846798904313239, -0.40456747339488297, 1.7952661467255564]"
NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.24223622622931681,-192.268853664487,-189.72339911903248,-182.1355769398034,"[-0.48925426737221656, -0.05644695167307612, 24.98356161777893, -72.3811754511315, 77.56197548263756, -28.86350831844267]"
NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.18821993339621185,-200.3609438210748,-196.8609438210748,-188.53878764227727,"[-0.0198899744829338, -11.790477560839719, 118.18473870221445, -399.0644192176449, 638.9430808581196, -492.6551151331384, 147.2354307348252]"
NGC6674,PATHOLOGY_ARCHIVE_ZONE,POLY1_NULL,1,40,2,0.09501266754840827,-237.70498031080177,-237.38065598647745,-234.3272214025739,"[0.2510406760755901, 0.4965197329905299]"
NGC6674,PATHOLOGY_ARCHIVE_ZONE,POLY2_NULL,2,40,3,0.09454015210056281,-235.90440395534026,-235.2377372886736,-230.83776559299844,"[0.26060275220251383, 0.4454402326268602, 0.048647143203494864]"
NGC6674,PATHOLOGY_ARCHIVE_ZONE,POLY3_NULL,3,40,4,0.08378984836296487,-238.7329149679853,-237.59005782512816,-231.97739715152954,"[0.19462259911640195, 1.0903461232868918, -1.4348654527715, 0.9419127593492036]"
NGC6674,PATHOLOGY_ARCHIVE_ZONE,POLY4_NULL,4,40,5,0.043191969143496906,-263.23920618334176,-261.47450030098884,-254.79480891277208,"[0.00844447480737035, 3.831139955802127, -12.306128021060008, 16.677117955154547, -7.492954855145401]"
NGC6674,PATHOLOGY_ARCHIVE_ZONE,POLY5_NULL,5,40,6,0.035713542822239625,-268.84419061931095,-266.2987360738564,-258.7109138946273,"[-0.10891815391824021, 6.1616397299345715, -25.98925763335735, 49.69265108233548, -42.24700026377366, 13.23963634614411]"
NGC6674,PATHOLOGY_ARCHIVE_ZONE,POLY6_NULL,6,40,7,0.01995053409713571,-290.13515273329233,-286.63515273329233,-278.31299655449476,"[-0.36247025739894967, 12.5004008763071, -76.33683382235118, 226.16799205685354, -345.5068823610546, 263.7813568521438, -79.53705412888948]"
NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.3176375427387553,-189.42895212373338,-189.10462779940906,-186.05119321550552,"[-0.6748551037592043, 1.0668306037415174]"
NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.31717524181391155,-187.487211946827,-186.82054528016033,-182.42057358448517,"[-0.6653969455918806, 1.016306221051535, 0.04811845970474482]"
NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.10558164025328902,-229.4860095270929,-228.34315238423576,-222.73049171063715,"[-0.37267571867192084, -1.8448214776904934, 6.629728336818246, -4.178799921976827]"
NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.05453169687036795,-253.9141042614154,-252.14939837906246,-245.4697069908457,"[-0.16390258529321983, -4.918244407923887, 18.82035254998774, -21.82366612350893, 8.402317238824809]"
NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.05105922468192035,-254.54594023396993,-252.0004856885154,-244.41266350928632,"[-0.2438757176857527, -3.330197437595712, 9.496407202897707, 0.6737474949528464, -15.279751787920992, 9.021740581617443]"
NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.047729871408807134,-255.24309184878427,-251.74309184878427,-243.42093566998673,"[-0.3604029951787372, -0.4170345455302284, -13.64229250077406, 81.77814673324426, -154.65169131643853, 124.16550862058158, -36.55357715522702]"
NGC7331,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,1.1144928679688195,-139.21919918403168,-138.89487485970736,-135.84144027580382,"[-1.3248648148500795, 1.9629015451383156]"
NGC7331,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.37359244652064005,-180.93876980153118,-180.27210313486452,-175.87213143918936,"[-1.703502740464626, 3.985541377995342, -1.926323650340027]"
NGC7331,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.3682659771322889,-179.51317168195118,-178.37031453909404,-172.75765386549543,"[-1.7499459975201914, 4.4394889464025, -2.9705642835818926, 0.6630099258678548]"
NGC7331,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.31135672802814296,-184.22781771196523,-182.4631118296123,-175.78342044139555,"[-1.5295171628719582, 1.1944783268434034, 9.900656478666189, -17.96696047014375, 8.871414474291246]"
NGC7331,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.15901744716004168,-209.10483225318,-206.55937770772547,-198.9715555284964,"[-0.999816313477048, -9.323927091279403, 71.65766939425106, -166.97824396465882, 165.7292453933628, -59.75536415964633]"
NGC7331,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.05015756455088779,-253.25861566243452,-249.75861566243452,-241.43645948363698,"[-0.33349824417867535, -25.981769920478257, 203.96775201462674, -630.7437062214454, 962.6760518318445, -718.1623471604802, 209.01808984153652]"
NGC7793,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.42848856488162224,-177.4548272721976,-177.13050294787328,-174.07706836396974,"[-0.10298933324278417, 0.5176609845798978]"
NGC7793,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.30869135830091043,-188.5717118328801,-187.90504516621345,-183.5050734705383,"[-0.2552429215702484, 1.3309819744060496, -0.7745914188820499]"
NGC7793,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.10779812871362593,-228.65497734574353,-227.5121202028864,-221.89945952928778,"[0.02998077338808601, -1.456863043085552, 5.63844226397377, -4.071767417686236]"
NGC7793,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.05685237468956573,-252.24706970509607,-250.48236382274314,-243.8026724345264,"[0.23854075228160962, -4.527148050963599, 17.816620018223528, -21.69861845457366, 8.393738588994008]"
NGC7793,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.049119814165713455,-256.09488930142595,-253.54943475597142,-245.96161257674234,"[0.1192006563096549, -2.1573812033087183, 3.9029405202463288, 11.873200230356456, -26.94588493099484, 13.462713721900505]"
NGC7793,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.03300144323693115,-270.0033375253383,-266.5033375253383,-258.1811813465407,"[-0.13719356505800823, 4.252432425721194, -47.008992047131954, 190.3266897443926, -333.6050696705174, 266.8128081104523, -80.42860139319174]"
NGC7814,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,1.1888072706622221,-136.6371577273493,-136.31283340302497,-133.25939881912143,"[-0.5341695301775677, 1.3638274455561594]"
NGC7814,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.19442840701606756,-207.06282900477314,-206.39616233810648,-201.99619064243132,"[-0.972821550015403, 3.707055601180484, -2.2316458624993576]"
NGC7814,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.013026723363866123,-313.1852736881611,-312.0424165453039,-306.42975587170537,"[-1.2438554461664288, 6.356206111156001, -8.325632918750365, 3.869198130953026]"
NGC7814,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.0050699152015835185,-348.93242564635153,-347.1677197639986,-340.4880283757818,"[-1.3262780671544587, 7.569578584974466, -13.13843226159949, 10.83530577026932, -3.3171941139601318]"
NGC7814,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.003667282341386212,-359.88735407096743,-357.3418995255129,-349.7540773462838,"[-1.2754508042303958, 6.560288608680275, -7.2125593156701004, -3.4630207162360547, 11.73404513349253, -5.733805427601016]"
NGC7814,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.0035151652916770963,-359.58192737119464,-356.08192737119464,-347.75977119239707,"[-1.3003586751681655, 7.182981311173291, -12.15848921540119, 13.873159723010358, -18.056904735147526, 18.878338400914824, -7.813378993179667]"
UGC00128,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,0.29611957885742923,-192.23485510898294,-191.91053078465862,-188.85709620075508,"[0.4086564628771954, 0.5272834770612674]"
UGC00128,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.1025765326442043,-232.64102212744052,-231.97435546077386,-227.5743837650987,"[0.2151332893114951, 1.561061799186773, -0.9845507829766723]"
UGC00128,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.05074236057546219,-258.79494628151195,-257.6520891386548,-252.0394284650562,"[0.07025242291198633, 2.977162244771213, -4.2420847559416925, 2.0682755383904907]"
UGC00128,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.02838555953212133,-280.03016737684044,-278.2654614944875,-271.58577010627073,"[-0.06790741275505648, 5.01106191425659, -12.309476429922256, 13.745121956883395, -5.560403056425192]"
UGC00128,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.02764089021590457,-279.0935410877353,-276.5480865422807,-268.96026436305164,"[-0.030872915929648526, 4.2756584265884126, -7.991681015054603, 3.326868122041676, 5.406448984398429, -4.177848396504233]"
UGC00128,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.014914216876461349,-301.77279289105746,-298.27279289105746,-289.9506367122599,"[-0.25869987234728975, 9.9712951009116, -53.231041638292226, 161.89719455615284, -267.084983716556, 220.94415554248644, -71.46730283777539]"
UGC00191,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.2897172900913162,-193.1091658942561,-192.78484156993179,-189.73140698602825,"[0.2476969403234145, 0.5345436819364937]"
UGC00191,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.1685537564385893,-212.77520019494202,-212.10853352827536,-207.7085618326002,"[0.09457756219005804, 1.3524896203740049, -0.7789961318452492]"
UGC00191,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.050236330851297285,-259.19584984086293,-258.05299269800577,-252.44033202440718,"[-0.12431313631133997, 3.491979971207313, -5.700583809048456, 3.1248175728274354]"
UGC00191,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.02725217724408229,-281.6600526525264,-279.8953467701735,-273.2156553819567,"[-0.2643980073774173, 5.5542187657570725, -13.880381628239789, 14.96436209092473, -5.63787834195109]"
UGC00191,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.026704595891686167,-280.47196206911633,-277.92650752366177,-270.3386853444327,"[-0.23264030723298482, 4.923597981123851, -10.177799878126878, 6.03053526251509, 3.766380619166603, -3.5825748423305446]"
UGC00191,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.01585333657352416,-299.3301898222465,-295.8301898222465,-287.5080336434489,"[-0.022268406464536067, -0.3356651548300516, 31.595528587946983, -140.3908606159713, 255.38077051311024, -211.4567641750093, 65.99180613735888]"
UGC00731,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,0.24769942515139542,-199.37674869394908,-199.05242436962476,-195.99898978572122,"[0.2675359494676616, 0.6016135758727921]"
UGC00731,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.004906536068342876,-354.24266101295547,-353.5759943462888,-349.1760226506137,"[0.05078441897145726, 1.7594750835460822, -1.1027252454031338]"
UGC00731,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.0033277400895157677,-367.7736524515664,-366.63079530870925,-361.0181346351107,"[0.02549924435392358, 2.006618463706674, -1.6712427962427405, 0.3609635243426096]"
UGC00731,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.002969227896369396,-370.33331126525115,-368.5686053828982,-361.8889139946815,"[0.04299484844212444, 1.7490595052681548, -0.6496442247695553, -1.1177113810693236, 0.704130907339017]"
UGC00731,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.002713224748552845,-371.93987446045526,-369.3944199150007,-361.8065977357716,"[0.021280471551376745, 2.1802474480470204, -3.181290257861066, 4.9908066144563845, -5.7260457909480404, 2.449591123156973]"
UGC00731,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.0025923085303340607,-371.7634371970032,-368.2634371970032,-359.94128101820564,"[0.04348747385949307, 1.6250760198643333, 1.228330980884654, -10.465536482477804, 20.834541990594612, -19.49375105061473, 6.96614037262597]"
UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.7040890977034717,-157.5891930283236,-157.26486870399927,-154.21143412009573,"[0.6032554924273748, 0.19621427022216434]"
UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.4222930697334253,-176.03740728228215,-175.3707406156155,-170.97076891994033,"[0.3697421905089704, 1.4436152145294359, -1.1880008993402589]"
UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.1550026130532484,-214.12771031643496,-212.98485317357782,-207.3721924999792,"[0.04074311475730511, 4.659331335967407, -8.58529008575262, 4.696691546928488]"
UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.116992616746034,-223.38095620097027,-221.61625031861735,-214.9365589304006,"[-0.13940341092533678, 7.311331877773687, -19.104357182003863, 19.92212448889225, -7.25020616283989]"
UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.08870437258532925,-232.45302194623554,-229.907567400781,-222.31974522155193,"[-0.3676623081160061, 11.84392725436731, -45.71671334115348, 84.13412505162206, -74.84344401059487, 25.749804894382876]"
UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.04530238766621704,-257.3309997653034,-253.83099976530337,-245.50884358650583,"[-0.7883913155013468, 22.362083674903523, -129.26043261408282, 376.9666198995585, -578.054529318319, 441.48356505671694, -131.97897148010725]"
UGC01281,UNRESOLVED_TRIANGULAR_ZONE,POLY1_NULL,1,40,2,0.1903407639699899,-209.91275090990717,-209.58842658558285,-206.5349920016793,"[-0.07340899648349128, 1.0453066941146298]"
UGC01281,UNRESOLVED_TRIANGULAR_ZONE,POLY2_NULL,2,40,3,0.11138578019552649,-229.34540240440424,-228.67873573773758,-224.27876404206242,"[-0.1970134063781478, 1.7055870993697178, -0.6288384811953226]"
UGC01281,UNRESOLVED_TRIANGULAR_ZONE,POLY3_NULL,3,40,4,0.021531211313814205,-293.0852464651874,-291.94238932233026,-286.3297286487317,"[-0.006259678624145249, -0.1588857298060975, 3.660111219829443, -2.7231426673173122]"
UGC01281,UNRESOLVED_TRIANGULAR_ZONE,POLY4_NULL,4,40,5,0.00926631705068874,-324.8099492048906,-323.04524332253766,-316.36555193432093,"[0.09607171323886254, -1.6653422414491499, 9.635418115040267, -11.37187868242536, 4.11844572148002]"
UGC01281,UNRESOLVED_TRIANGULAR_ZONE,POLY5_NULL,5,40,6,0.004554761028769045,-351.21846669031504,-348.6730121448605,-341.0851899656314,"[0.0029165570211116005, 0.18446355177576046, -1.2253992543574053, 14.83379836716942, -23.46715426374818, 10.50879999437265]"
UGC01281,UNRESOLVED_TRIANGULAR_ZONE,POLY6_NULL,6,40,7,0.003587993100430834,-358.76166847432876,-355.26166847432876,-346.9395122955312,"[-0.059876087985694326, 1.7542694140938804, -13.694069145826647, 58.538241304717644, -98.57002211587498, 72.55591811786591, -19.697497816982196]"
UGC02259,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,0.0519461273024914,-261.85710259844467,-261.53277827412035,-258.4793436902168,"[0.3382005320399012, 0.4833465807503605]"
UGC02259,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.027689571472844045,-285.0231548765742,-284.3564882099075,-279.9565165142324,"[0.26968977615852163, 0.8493230835000837, -0.34854905023783156]"
UGC02259,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.013585110574110063,-311.5064140329724,-310.3635568901152,-304.75089621651665,"[0.19411424694448862, 1.588016489019604, -2.0478062403532924, 1.0788934540415636]"
UGC02259,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.011976831934479393,-314.54642486338224,-312.7817189810293,-306.10202759281253,"[0.23117016897839282, 1.0425031912268325, 0.11595311448875129, -2.052959652155944, 1.491358621998816]"
UGC02259,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.00367763215603172,-359.7746249547949,-357.2291704093403,-349.64134823011125,"[0.35480556614514974, -1.4125565522417773, 14.530415217717161, -36.83309874050664, 38.10292956161237, -13.947265119852792]"
UGC02259,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.0010965508668602368,-406.17860220363383,-402.67860220363383,-394.35644602483626,"[0.4574058355463119, -3.9775465182465464, 34.903643480361524, -108.24413133730167, 160.8175321013304, -115.32937817379245, 32.18479779490183]"
UGC02455,PATHOLOGY_ARCHIVE_ZONE,POLY1_NULL,1,40,2,8.651971419381082,-57.24368997530371,-56.91936565097939,-53.865931067075834,"[-1.250635380868729, -0.031120747800396784]"
UGC02455,PATHOLOGY_ARCHIVE_ZONE,POLY2_NULL,2,40,3,0.5644758903010025,-164.42948240993525,-163.7628157432686,-159.36284404759343,"[0.00034707206193331023, -6.71372375275815, 6.364383814245481]"
UGC02455,PATHOLOGY_ARCHIVE_ZONE,POLY3_NULL,3,40,4,0.4314214800390941,-173.1819683565215,-172.03911121366437,-166.42645054006576,"[0.23246975872395984, -8.982546739403869, 11.583482488133793, -3.3137134437386147]"
UGC02455,PATHOLOGY_ARCHIVE_ZONE,POLY4_NULL,4,40,5,0.3692689591766682,-177.40437871627114,-175.6396728339182,-168.95998144570146,"[0.00211014001759826, -5.591341545162171, -1.8676139249491452, 16.15557642382673, -9.27109041312637]"
UGC02455,PATHOLOGY_ARCHIVE_ZONE,POLY5_NULL,5,40,6,0.15173847053308145,-210.9790513104237,-208.43359676496917,-200.8457745857401,"[-0.6308622788438827, 6.9777538747910075, -75.66490137784125, 194.2184069043151, -196.71024737809432, 71.40539312951165]"
UGC02455,PATHOLOGY_ARCHIVE_ZONE,POLY6_NULL,6,40,7,0.04081167246305712,-261.50666411284095,-258.00666411284095,-249.6845079340434,"[-1.3034762723618167, 23.79299378047073, -209.22515909032958, 662.3659088213676, -1001.1872663855363, 736.0335498634346, -210.99306562981883]"
UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.20689799331753222,-206.57635388780895,-206.25202956348463,-203.1985949795811,"[0.3067741054196726, 0.47669996464391984]"
UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.12882485686129758,-223.52723799968265,-222.860571333016,-218.46059963734083,"[0.18386190188957635, 1.1332826838754948, -0.6253168754586433]"
UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.12005555942694837,-224.347204089547,-223.20434694668987,-217.59168627309126,"[0.1242702599631615, 1.7157457294263483, -1.9651887502220928, 0.8507123014371121]"
UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.06354390146778569,-247.79614817521673,-246.0314422928638,-239.35175090464705,"[0.34392774228879847, -1.5179095405377572, 10.860991416291501, -17.71406575729335, 8.840370504157367]"
UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.024697561368215628,-283.5972089747211,-281.05175442926657,-273.4639322500375,"[0.6114129517651641, -6.82943184569898, 42.04668340683664, -92.9609044689992, 88.04951243648533, -30.174911212315426]"
UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.02184382391282106,-286.5086603984812,-283.0086603984812,-274.6865042196836,"[0.5035295411949132, -4.132364213944685, 20.624387323897935, -17.872741505553645, -40.983967943551264, 76.42761713306238, -33.84207249059626]"
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.06236075459879854,-254.54794353173583,-254.2236192074115,-251.17018462350796,"[-0.151853900052279, 0.8543889873788248]"
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.018035864169198362,-302.17090014636216,-301.5042334796955,-297.10426178402037,"[-0.2444660628680151, 1.3491124074221748, -0.47116516194604763]"
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.017998108114377853,-300.25472341922347,-299.1118662763663,-293.49920560276774,"[-0.24055588732150965, 1.3108934108677848, -0.383247895853265, -0.05582048640811521]"
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.014477199960784072,-306.96238950845907,-305.19768362610614,-298.5179922378894,"[-0.29538412984166207, 2.11803930679189, -3.584763771075017, 4.5780947481655465, -2.206626302177933]"
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.014001865485825413,-306.2977665348057,-303.75231198935114,-296.16448981012206,"[-0.26579553263999983, 1.5304909547812555, -0.13507441976579648, -3.745537073188712, 6.5553063665964295, -3.3378791119140425]"
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.0038264165083011863,-356.1882402161917,-352.6882402161917,-344.3660840373941,"[-0.062079856208414635, -3.5623676606466335, 40.31653453646787, -145.53412003738205, 250.20854831539958, -204.63487237901353, 63.90380738638129]"
UGC02916,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,1.7270470266217117,-121.69865700326936,-121.37433267894504,-118.32089809504149,"[-0.3398906112652883, 0.8376856263166703]"
UGC02916,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.3879052240993942,-179.43494764384403,-178.76828097717737,-174.3683092815022,"[-0.8489371336167191, 3.556953040467615, -2.5897784896675664]"
UGC02916,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.20411025768243934,-203.118976256898,-201.97611911404087,-196.36345844044226,"[-1.1217530839557177, 6.2235217768270505, -8.723833652931273, 3.894638198897595]"
UGC02916,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.20263642849124178,-201.40885409812594,-199.64414821577301,-192.96445682755626,"[-1.0862798687183235, 5.701308064002447, -6.652491284334628, 0.8965506266492842, 1.4276607486896815]"
UGC02916,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.19975414600434044,-199.9818957079372,-197.43644116248268,-189.8486189832536,"[-1.0134192272892149, 4.254495648180798, 1.8422196056238682, -19.60003288456704, 23.00354114797059, -8.219383009249873]"
UGC02916,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.15204507988901989,-208.89830712012747,-205.39830712012747,-197.07615094132993,"[-0.5723079940032745, -6.773213088592648, 89.4332161732212, -326.61880430545733, 550.5926984126964, -444.0933742119917, 138.37269561991914]"
UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.6590199703396482,-160.23523580188748,-159.91091147756316,-156.85747689365962,"[-0.19230512848191955, 1.0863744336341332]"
UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.1412433386798398,-219.84602095881303,-219.17935429214637,-214.7793825964712,"[-0.5088355194730276, 2.7772430281873737, -1.6103510424316585]"
UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.03985680859786234,-268.45365947194995,-267.3108023290928,-261.6981416554942,"[-0.7114605443891345, 4.757748771982606, -6.166217657813379, 2.892613724051889]"
UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.03966544962474343,-266.6461684341002,-264.8814625517473,-258.20177116353057,"[-0.6986784684646757, 4.5695793240922, -5.419850145205078, 1.8123117914472395, 0.5144294917165049]"
UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.038860658147840156,-265.46609411629123,-262.92063957083667,-255.33281739160762,"[-0.6601779655126608, 3.80506497733683, -0.9311353153532904, -9.01834737517, 11.915403058673752, -4.343228025507525]"
UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.037923762256539796,-264.44227380018987,-260.94227380018987,-252.62011762139232,"[-0.7219928877220801, 5.350427929519715, -13.205659812809944, 34.005588630358226, -62.018063726815384, 56.737775644696235, -19.390794815937824]"
UGC03205,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.2559743601730639,-198.0622979682554,-197.73797364393107,-194.68453906002753,"[-0.1002336456314454, 0.8189925881691343]"
