comparator,aic,rss,galaxy,zone,rotmod_points,Rlast_kpc,delta_aic_vs_best,params_json,comparator_family
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,137.38982963750732,8.69723287660144,NGC5055,RESPONSE_FAMILY_DOMINANT_ZONE,28,54.59,137.37063460997197,"{""amplitude"": 0.418351513925873, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,137.31126865678036,8.674772268642537,NGC5055,RESPONSE_FAMILY_DOMINANT_ZONE,28,54.59,137.292073629245,"{""amplitude"": 0.44212097518506316, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,138.86919035097756,8.542662325878593,NGC5055,RESPONSE_FAMILY_DOMINANT_ZONE,28,54.59,138.84999532344222,"{""amplitude"": 0.408264655576524, ""extra"": 1.4, ""scale"": 0.3}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,18.384273626836013,0.1259134067013407,NGC5055,RESPONSE_FAMILY_DOMINANT_ZONE,28,54.59,18.365078599300666,"{""gas_coef"": 11.66140251346523, ""stellar_coef"": -0.5322550942379703}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,77.76135341735802,1.0340787135367848,NGC5055,RESPONSE_FAMILY_DOMINANT_ZONE,28,54.59,77.74215838982268,"{""intercept"": -0.8656429247550838, ""slope"": 1.5729825259516668}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,0.0191950275353463,0.07812175947744206,NGC5055,RESPONSE_FAMILY_DOMINANT_ZONE,28,54.59,0.0,"{""coef"": [-0.7105677182759711, -5.929356920219071, 56.240285157223, -138.93793063883993, 141.00794018413183, -51.33630238497757], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,73.14729391215015,1.8295176601157943,NGC5371,PATHOLOGY_ARCHIVE_ZONE,19,46.24,77.30403780224154,"{""amplitude"": 0.0, ""scale"": 0.05}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,74.83298851102172,1.7998525370853826,NGC5371,PATHOLOGY_ARCHIVE_ZONE,19,46.24,78.98973240111312,"{""amplitude"": 0.1536958050955704, ""n"": 12.0, ""scale"": 2.0}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,73.14729391215015,1.8295176601157943,NGC5371,PATHOLOGY_ARCHIVE_ZONE,19,46.24,77.30403780224154,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,73.14729391215015,1.8295176601157943,NGC5371,PATHOLOGY_ARCHIVE_ZONE,19,46.24,77.30403780224154,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,73.14729391215015,1.8295176601157943,NGC5371,PATHOLOGY_ARCHIVE_ZONE,19,46.24,77.30403780224154,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,75.14729391215015,1.8295176601157943,NGC5371,PATHOLOGY_ARCHIVE_ZONE,19,46.24,79.30403780224154,"{""amplitude"": 0.0, ""extra"": 0.4, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,39.778000485158856,0.31856676559913755,NGC5371,PATHOLOGY_ARCHIVE_ZONE,19,46.24,43.93474437525024,"{""gas_coef"": 1.5945725817249796, ""stellar_coef"": -0.2958475480137829}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,50.83741633858702,0.5834939191370107,NGC5371,PATHOLOGY_ARCHIVE_ZONE,19,46.24,54.9941602286784,"{""intercept"": -0.40399546212764165, ""slope"": 0.34931723018830735}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-4.156743890091384,0.020686131320083245,NGC5371,PATHOLOGY_ARCHIVE_ZONE,19,46.24,0.0,"{""coef"": [-0.23459884380859902, 3.039138637599591, -31.506698614414205, 85.53707691027348, -89.42756764340862, 32.77523046847805], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,10.88513978387361,0.08371260037761609,NGC5585,RESPONSE_FAMILY_DOMINANT_ZONE,24,10.96,34.61442995982006,"{""amplitude"": 0.7390777094726538, ""scale"": 0.5}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,11.241242522621118,0.0845453495019235,NGC5585,RESPONSE_FAMILY_DOMINANT_ZONE,24,10.96,34.97053269856757,"{""amplitude"": 0.6748693719105553, ""n"": 4.0, ""scale"": 0.4}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,48.957306295024324,0.4066214117923854,NGC5585,RESPONSE_FAMILY_DOMINANT_ZONE,24,10.96,72.68659647097077,"{""amplitude"": 0.6614485269767235, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,23.761592175914572,0.14391321859351675,NGC5585,RESPONSE_FAMILY_DOMINANT_ZONE,24,10.96,47.49088235186102,"{""amplitude"": 0.7515131919841825, ""scale"": 0.65}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,23.926370800743356,0.14845429429137302,NGC5585,RESPONSE_FAMILY_DOMINANT_ZONE,24,10.96,47.6556609766898,"{""amplitude"": 0.7893909141810898, ""scale"": 0.5}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,10.979202971032379,0.08056550091457713,NGC5585,RESPONSE_FAMILY_DOMINANT_ZONE,24,10.96,34.708493146978824,"{""amplitude"": 0.675351076081143, ""extra"": 1.4, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,17.72946431302867,0.12268557048526732,NGC5585,RESPONSE_FAMILY_DOMINANT_ZONE,24,10.96,41.45875448897512,"{""gas_coef"": 6.0148312344554755, ""stellar_coef"": -0.07220441314904695}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,23.618392540127815,0.15466601856638118,NGC5585,RESPONSE_FAMILY_DOMINANT_ZONE,24,10.96,47.34768271607426,"{""intercept"": -0.1195973485692247, ""slope"": 0.9494338183731306}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-23.729290175946446,0.017877640945754423,NGC5585,RESPONSE_FAMILY_DOMINANT_ZONE,24,10.96,0.0,"{""coef"": [0.03102550302494771, -2.642329487111836, 18.369260128241518, -35.4889652883867, 30.485628448960085, -10.101835080532183], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,16.491590897005395,0.0921605725910783,NGC5907,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,19,50.33,35.467290180389256,"{""amplitude"": 0.4873022640487459, ""scale"": 0.65}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,15.27773216332639,0.07768227304298908,NGC5907,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,19,50.33,34.25343144671025,"{""amplitude"": 0.4957382405671135, ""n"": 1.5, ""scale"": 2.0}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,22.187323595111128,0.12587103190515492,NGC5907,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,19,50.33,41.163022878494985,"{""amplitude"": 0.407726784689212, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,13.7943388935126,0.07975908065326238,NGC5907,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,19,50.33,32.77003817689646,"{""amplitude"": 0.49243741901280524, ""scale"": 1.0}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,13.890219439781353,0.08015606521412014,NGC5907,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,19,50.33,32.865918723165215,"{""amplitude"": 0.49367697006073197, ""scale"": 0.65}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,15.500658030626129,0.07861181276778452,NGC5907,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,19,50.33,34.47635731400999,"{""amplitude"": 0.4934925913849328, ""extra"": 0.6, ""scale"": 0.4}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,27.234441978702485,0.16568381618208075,NGC5907,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,19,50.33,46.210141262086346,"{""gas_coef"": 5.0289478546482975, ""stellar_coef"": 0.034691855349624635}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,14.567081629699821,0.0835331896779769,NGC5907,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,19,50.33,33.54278091308368,"{""intercept"": -0.010343530366310432, ""slope"": 0.48193132684183243}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-18.97569928338386,0.00959959445313718,NGC5907,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,19,50.33,0.0,"{""coef"": [1.0217516103373658, -11.717653364293664, 48.835716595140475, -89.10669281812409, 76.27149283613184, -24.83210427097762], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,5.466792368994625,0.09215150300088308,NGC5985,RESPONSE_FAMILY_DOMINANT_ZONE,33,34.72,54.127720883906974,"{""amplitude"": 0.42932748935608567, ""scale"": 0.075}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,3.676458627033006,0.08225211679582112,NGC5985,RESPONSE_FAMILY_DOMINANT_ZONE,33,34.72,52.33738714194536,"{""amplitude"": 0.43004516799433773, ""n"": 6.0, ""scale"": 0.1}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,14.7762206114355,0.11984087117326961,NGC5985,RESPONSE_FAMILY_DOMINANT_ZONE,33,34.72,63.43714912634785,"{""amplitude"": 0.4446673982083029, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,18.50563119495753,0.13251981542239466,NGC5985,RESPONSE_FAMILY_DOMINANT_ZONE,33,34.72,67.16655970986989,"{""amplitude"": 0.46415537054132816, ""scale"": 0.1}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,23.779675842400657,0.16083971694380864,NGC5985,RESPONSE_FAMILY_DOMINANT_ZONE,33,34.72,72.440604357313,"{""amplitude"": 0.4782809631157426, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,4.258724558314907,0.08327984699114506,NGC5985,RESPONSE_FAMILY_DOMINANT_ZONE,33,34.72,52.91965307322726,"{""amplitude"": 0.4335072341563099, ""extra"": 1.4, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,50.42177860966533,0.350500179084123,NGC5985,RESPONSE_FAMILY_DOMINANT_ZONE,33,34.72,99.08270712457768,"{""gas_coef"": 0.9626395303022371, ""stellar_coef"": 0.8812961832622894}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,12.692935045440352,0.11726310673984726,NGC5985,RESPONSE_FAMILY_DOMINANT_ZONE,33,34.72,61.3538635603527,"{""intercept"": 0.3745325881749059, ""slope"": 0.09037190448439404}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-48.66092851491235,0.015152840483227266,NGC5985,RESPONSE_FAMILY_DOMINANT_ZONE,33,34.72,0.0,"{""coef"": [-0.659298220618117, 13.417310811411543, -56.28371392895947, 103.61433228902658, -86.41676865254273, 26.809191108153975], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,31.630718691508005,0.23003536014440515,NGC6015,RESPONSE_FAMILY_DOMINANT_ZONE,44,29.23,37.7493160027355,"{""amplitude"": 0.6142104142382186, ""scale"": 0.4}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,31.649277756216897,0.21756881370912437,NGC6015,RESPONSE_FAMILY_DOMINANT_ZONE,44,29.23,37.76787506744439,"{""amplitude"": 0.6078903377658121, ""n"": 4.0, ""scale"": 0.4}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,50.80760292102055,0.38257772896279496,NGC6015,RESPONSE_FAMILY_DOMINANT_ZONE,44,29.23,56.92620023224805,"{""amplitude"": 0.6204628105888076, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,35.98575897686143,0.2627139613328571,NGC6015,RESPONSE_FAMILY_DOMINANT_ZONE,44,29.23,42.10435628808893,"{""amplitude"": 0.6406902977500893, ""scale"": 0.5}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,37.63229244620053,0.27890446366057603,NGC6015,RESPONSE_FAMILY_DOMINANT_ZONE,44,29.23,43.75088975742803,"{""amplitude"": 0.7019844736792548, ""scale"": 0.4}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,30.494126917531307,0.21067615657508837,NGC6015,RESPONSE_FAMILY_DOMINANT_ZONE,44,29.23,36.61272422875881,"{""amplitude"": 0.6127600736837583, ""extra"": 1.4, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,75.06528508152857,0.7456129526788513,NGC6015,RESPONSE_FAMILY_DOMINANT_ZONE,44,29.23,81.18388239275606,"{""gas_coef"": 6.1371945497348666, ""stellar_coef"": 0.046526885400042454}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,44.42019531018983,0.33882452367359545,NGC6015,RESPONSE_FAMILY_DOMINANT_ZONE,44,29.23,50.53879262141733,"{""intercept"": 0.002229960204539857, ""slope"": 0.7201795520178248}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-6.1185973112274965,0.08264347112105293,NGC6015,RESPONSE_FAMILY_DOMINANT_ZONE,44,29.23,0.0,"{""coef"": [0.014791214817750632, 2.1163889319448472, -19.4471117811648, 66.17006444010865, -82.12591273305672, 33.925620883316746], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,87.52675473246757,2.7406223720246916,NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,23,36.43,78.20806810569351,"{""amplitude"": 0.0, ""scale"": 0.05}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,89.28342536049975,2.717716550007159,NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,23,36.43,79.96473873372568,"{""amplitude"": 0.14372563681943235, ""n"": 12.0, ""scale"": 1.25}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,87.52675473246757,2.7406223720246916,NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,23,36.43,78.20806810569351,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,87.52675473246757,2.7406223720246916,NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,23,36.43,78.20806810569351,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,87.52675473246757,2.7406223720246916,NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,23,36.43,78.20806810569351,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,89.49976131889828,2.7414437827510447,NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,23,36.43,80.18107469212421,"{""amplitude"": 0.039104119690259925, ""extra"": 1.4, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,30.241933582024863,0.2254143120459735,NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,23,36.43,20.923246955250804,"{""gas_coef"": 2.889505642539571, ""stellar_coef"": -0.336150713679533}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,29.647134478088372,0.20189240166071723,NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,23,36.43,20.328447851314312,"{""intercept"": -0.5019774681810345, ""slope"": 0.5327093808380969}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,9.31868662677406,0.07035949953675837,NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,23,36.43,0.0,"{""coef"": [-0.1907334582876321, -2.7457970498976603, 11.607099412026956, -22.452506765062402, 22.764192705036855, -8.84832362170791], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,64.72774322335046,0.6183631358270327,NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,31,23.5,26.532768224091342,"{""amplitude"": 0.6497276458917867, ""scale"": 0.3}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,65.65466307065384,0.6003049712770353,NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,31,23.5,27.459688071394723,"{""amplitude"": 0.6397375591886054, ""n"": 4.0, ""scale"": 0.3}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,78.97211151442436,0.9605992125168499,NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,31,23.5,40.77713651516524,"{""amplitude"": 0.7381716306012746, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,70.04155777367919,0.7234631634042408,NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,31,23.5,31.84658277442007,"{""amplitude"": 0.6967679287869292, ""scale"": 0.4}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,70.42020639336488,0.7317298739506655,NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,31,23.5,32.22523139410576,"{""amplitude"": 0.7377727131215442, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,66.43734120885591,0.6153251299257614,NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,31,23.5,28.242366209596796,"{""amplitude"": 0.6336125941421832, ""extra"": 1.4, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,39.61055654007937,0.2929442056227795,NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,31,23.5,1.4155815408202557,"{""gas_coef"": 13.770455950815917, ""stellar_coef"": -0.30040911831091954}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,76.17844923085664,0.9048987327206106,NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,31,23.5,37.983474231597526,"{""intercept"": -0.1145856135584214, ""slope"": 1.0257132715113053}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,38.19497499925912,0.37357893273593773,NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,31,23.5,0.0,"{""coef"": [-0.4403601735085836, -0.4990163054634028, 26.2390279333575, -75.71777729275877, 82.11647802321548, -31.060169641384544], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,16.694474837853306,0.08949442475977389,NGC6674,PATHOLOGY_ARCHIVE_ZONE,15,72.41,40.18845636373044,"{""amplitude"": 0.38798143500877025, ""scale"": 0.1}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-1.136462265482673,0.047576021195199075,NGC6674,PATHOLOGY_ARCHIVE_ZONE,15,72.41,22.357519260394458,"{""amplitude"": 0.4648718361009753, ""n"": 0.5, ""scale"": 2.0}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,5.554053641406778,0.050271432078789105,NGC6674,PATHOLOGY_ARCHIVE_ZONE,15,72.41,29.04803516728391,"{""amplitude"": 0.45947771693905054, ""scale"": 0.65}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,16.055427651159025,0.09055050914982982,NGC6674,PATHOLOGY_ARCHIVE_ZONE,15,72.41,39.54940917703615,"{""amplitude"": 0.43428185389154556, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,7.579823007266383,0.05277008179292369,NGC6674,PATHOLOGY_ARCHIVE_ZONE,15,72.41,31.073804533143516,"{""amplitude"": 0.4384238847802356, ""scale"": 0.075}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,7.45804111920304,0.04960877524341311,NGC6674,PATHOLOGY_ARCHIVE_ZONE,15,72.41,30.95202264508017,"{""amplitude"": 0.5060298831361261, ""extra"": 0.4, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,15.139144975661075,0.12437887027556228,NGC6674,PATHOLOGY_ARCHIVE_ZONE,15,72.41,38.63312650153821,"{""gas_coef"": 12.011069153744563, ""stellar_coef"": 0.36243022415332876}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,-17.4956151426608,0.06368193939401845,NGC6674,PATHOLOGY_ARCHIVE_ZONE,15,72.41,5.998366383216332,"{""intercept"": 0.20034367532411598, ""slope"": 0.3054709022255831}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-23.493981525877132,0.08802022149507613,NGC6674,PATHOLOGY_ARCHIVE_ZONE,15,72.41,0.0,"{""coef"": [0.2729672764559625, -0.16960741786240663, 1.5832278489655496, -4.401445020239536, 6.136315843173004, -2.911807712321658], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,188.43037263135795,4.346160570882041,NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,58,20.4,166.40234143581347,"{""amplitude"": 0.15067422699984995, ""scale"": 2.0}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,189.085077412934,4.1864415041421825,NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,58,20.4,167.0570462173895,"{""amplitude"": 0.16597565983684254, ""n"": 12.0, ""scale"": 0.65}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,189.12087616847563,4.781241496503939,NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,58,20.4,167.09284497293115,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,189.12087616847563,4.781241496503939,NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,58,20.4,167.09284497293115,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,189.12087616847563,4.781241496503939,NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,58,20.4,167.09284497293115,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,189.8707861564423,4.240921938837636,NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,58,20.4,167.84275496089782,"{""amplitude"": 0.2402777809738038, ""extra"": 1.4, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,25.805469478696743,0.5428747891779052,NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,58,20.4,3.7774382831522644,"{""gas_coef"": 7.15604773910837, ""stellar_coef"": -0.4006016534144638}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,48.81220194220666,0.47767912618911856,NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,58,20.4,26.784170746662184,"{""intercept"": -0.541852975693715, ""slope"": 0.8627929553405244}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,22.02803119554448,0.3266490034799453,NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,58,20.4,0.0,"{""coef"": [-0.5969096626924372, 4.492937312692385, -31.152915294683954, 90.30519880107154, -105.40316551171479, 42.77769507700049], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,179.11589963292164,14.152288537081674,NGC7331,NUISANCE_SENSITIVE_ZONE,36,36.31,172.9633684992573,"{""amplitude"": 0.3113234139444253, ""scale"": 2.0}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,180.6316431343377,13.995359928090645,NGC7331,NUISANCE_SENSITIVE_ZONE,36,36.31,174.47911200067338,"{""amplitude"": 0.3438038874396082, ""n"": 12.0, ""scale"": 0.8}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,180.55497614575907,14.680044272376803,NGC7331,NUISANCE_SENSITIVE_ZONE,36,36.31,174.40244501209474,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,180.1124476692439,14.504822077013772,NGC7331,NUISANCE_SENSITIVE_ZONE,36,36.31,173.95991653557957,"{""amplitude"": 0.13466285222070645, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,179.96569432764278,14.450588536933145,NGC7331,NUISANCE_SENSITIVE_ZONE,36,36.31,173.81316319397845,"{""amplitude"": 0.16284343261711606, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,180.88940703608412,14.078377828933265,NGC7331,NUISANCE_SENSITIVE_ZONE,36,36.31,174.7368759024198,"{""amplitude"": 0.36983874170584186, ""extra"": 1.4, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,63.97053365636,0.5275605305241223,NGC7331,NUISANCE_SENSITIVE_ZONE,36,36.31,57.81800252269567,"{""gas_coef"": 9.323665815447766, ""stellar_coef"": -0.5216122085028055}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,85.4593048307141,0.9194339320749374,NGC7331,NUISANCE_SENSITIVE_ZONE,36,36.31,79.30677369704978,"{""intercept"": -1.2202000937388242, ""slope"": 1.8076026299457981}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,6.152531133664323,0.18677123526203204,NGC7331,NUISANCE_SENSITIVE_ZONE,36,36.31,0.0,"{""coef"": [-1.467071249833995, -0.8216999968490143, 31.09816835253188, -84.66885618672053, 89.85147013445014, -33.69807144883712], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-3.4776199811035573,0.3139316685235679,NGC7793,RESPONSE_FAMILY_DOMINANT_ZONE,46,7.87,83.00601652898118,"{""amplitude"": 0.2892402870049243, ""scale"": 0.65}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-20.095878588636165,0.14246260103473266,NGC7793,RESPONSE_FAMILY_DOMINANT_ZONE,46,7.87,66.38775792144857,"{""amplitude"": 0.2534391015769228, ""n"": 12.0, ""scale"": 0.4}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,25.607342865180733,0.6218825555010847,NGC7793,RESPONSE_FAMILY_DOMINANT_ZONE,46,7.87,112.09097937526548,"{""amplitude"": 0.12039008071243662, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
