comparator,aic,rss,galaxy,zone,rotmod_points,Rlast_kpc,delta_aic_vs_best,params_json,comparator_family
OVERFLEX_POLY5_NULL,-24.927463771170487,0.0015648010422431758,UGC05918,NUISANCE_SENSITIVE_ZONE,8,4.46,0.0,"{""coef"": [-0.25494499571543633, 3.8608773839077806, -8.81080781942984, 12.324541251798436, -9.286674530685303, 2.89599475130486], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-7.502614827659052,0.0319248126327557,UGC05986,RESPONSE_FAMILY_DOMINANT_ZONE,15,9.41,24.134527904108666,"{""amplitude"": 0.7278593282477934, ""scale"": 0.4}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-14.305700248631293,0.024307400214773574,UGC05986,RESPONSE_FAMILY_DOMINANT_ZONE,15,9.41,17.331442483136424,"{""amplitude"": 0.7320490384492565, ""n"": 2.5, ""scale"": 0.4}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,11.533641536594025,0.08276924880688416,UGC05986,RESPONSE_FAMILY_DOMINANT_ZONE,15,9.41,43.17078426836174,"{""amplitude"": 0.7551152120293195, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-6.812060008551617,0.026250401595040718,UGC05986,RESPONSE_FAMILY_DOMINANT_ZONE,15,9.41,24.8250827232161,"{""amplitude"": 0.7061069566432023, ""scale"": 0.4}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-3.297059293949065,0.042006440776381826,UGC05986,RESPONSE_FAMILY_DOMINANT_ZONE,15,9.41,28.340083437818652,"{""amplitude"": 0.7494872897967528, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-8.70534674380812,0.03308947388254196,UGC05986,RESPONSE_FAMILY_DOMINANT_ZONE,15,9.41,22.931795987959596,"{""amplitude"": 0.7420925701732022, ""extra"": 1.0, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,1.6408704530207054,0.044489206648323294,UGC05986,RESPONSE_FAMILY_DOMINANT_ZONE,15,9.41,33.27801318478842,"{""gas_coef"": 10.58635999822519, ""stellar_coef"": 0.5034012588009958}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,14.532412787352548,0.15814795538858967,UGC05986,RESPONSE_FAMILY_DOMINANT_ZONE,15,9.41,46.169555519120266,"{""intercept"": -0.0044601981485667425, ""slope"": 0.8832279075884771}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-31.637142731767717,0.00249348933454228,UGC05986,RESPONSE_FAMILY_DOMINANT_ZONE,15,9.41,0.0,"{""coef"": [-0.0054268090598708265, -0.5343255788721232, 8.672969426790495, -15.96423893387651, 11.788342561821802, -3.33859502869649], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-13.485341668901341,0.008202484794166898,UGC06399,MIXED_THREE_WAY_COMPETITIVE_ZONE,9,7.85,10.79157499467739,"{""amplitude"": 0.6522999342751096, ""scale"": 0.4}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-22.74766373775385,0.0025856492466208815,UGC06399,MIXED_THREE_WAY_COMPETITIVE_ZONE,9,7.85,1.5292529258248813,"{""amplitude"": 0.6944409329130597, ""n"": 2.0, ""scale"": 0.5}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,0.4762977308058911,0.025045827158787178,UGC06399,MIXED_THREE_WAY_COMPETITIVE_ZONE,9,7.85,24.75321439438462,"{""amplitude"": 0.6605858169304988, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-22.02509781126111,0.002817955993886006,UGC06399,MIXED_THREE_WAY_COMPETITIVE_ZONE,9,7.85,2.251818852317623,"{""amplitude"": 0.6834938826748361, ""scale"": 0.5}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-20.342384599494224,0.00342113728614977,UGC06399,MIXED_THREE_WAY_COMPETITIVE_ZONE,9,7.85,3.9345320640845074,"{""amplitude"": 0.6977439689112879, ""scale"": 0.3}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-23.64726070150991,0.0028003744795223728,UGC06399,MIXED_THREE_WAY_COMPETITIVE_ZONE,9,7.85,0.6296559620688207,"{""amplitude"": 0.6656815272754911, ""extra"": 1.0, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-13.067449637579351,0.007366566287735545,UGC06399,MIXED_THREE_WAY_COMPETITIVE_ZONE,9,7.85,11.20946702599938,"{""gas_coef"": 5.398194794990366, ""stellar_coef"": 1.0334050951000613}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,-5.053632999295326,0.027258087406938143,UGC06399,MIXED_THREE_WAY_COMPETITIVE_ZONE,9,7.85,19.223283664283407,"{""intercept"": -0.03477216806209755, ""slope"": 0.8313707364627001}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-24.27691666357873,0.0012277172985211162,UGC06399,MIXED_THREE_WAY_COMPETITIVE_ZONE,9,7.85,0.0,"{""coef"": [-0.13361076456846904, 1.8183767658349432, -4.899994302362077, 13.977041895683707, -17.412834274933847, 7.348465450253878], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-0.6432504474840908,0.10413227770392715,UGC06446,NUISANCE_SENSITIVE_ZONE,17,10.22,26.659701578259778,"{""amplitude"": 0.646566352571146, ""scale"": 0.15}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-24.022064788784586,0.023250065132919655,UGC06446,NUISANCE_SENSITIVE_ZONE,17,10.22,3.2808872369592805,"{""amplitude"": 0.7426980857554475, ""n"": 1.5, ""scale"": 0.2}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,-23.61206283306551,0.02570917126801195,UGC06446,NUISANCE_SENSITIVE_ZONE,17,10.22,3.6908891926783554,"{""amplitude"": 0.7696114185405221, ""scale"": 0.65}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-13.068104236774662,0.05582132132172468,UGC06446,NUISANCE_SENSITIVE_ZONE,17,10.22,14.234847788969205,"{""amplitude"": 0.6791588489572855, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-27.302952025743867,0.025111168681399263,UGC06446,NUISANCE_SENSITIVE_ZONE,17,10.22,0.0,"{""amplitude"": 0.759981909878012, ""scale"": 0.1}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-16.937316251143166,0.048550877016997576,UGC06446,NUISANCE_SENSITIVE_ZONE,17,10.22,10.365635774600701,"{""amplitude"": 0.8072731445427821, ""extra"": 0.6, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-5.6405862049632205,0.06594472522536818,UGC06446,NUISANCE_SENSITIVE_ZONE,17,10.22,21.662365820780646,"{""gas_coef"": 3.4962402594905253, ""stellar_coef"": 2.7917735303182996}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,6.543496051177933,0.22864113256257884,UGC06446,NUISANCE_SENSITIVE_ZONE,17,10.22,33.8464480769218,"{""intercept"": 0.18792113619887438, ""slope"": 0.7988566436435515}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-25.491428667685973,0.021089616884563095,UGC06446,NUISANCE_SENSITIVE_ZONE,17,10.22,1.8115233580578938,"{""coef"": [-0.17356614979303528, 5.552504391447506, -20.0291510138539, 40.642184737059026, -39.70849496927766, 14.465993930038614], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,22.12868468444794,0.5821707275887583,UGC06614,MIXED_THREE_WAY_COMPETITIVE_ZONE,13,64.59,42.42205213898689,"{""amplitude"": 0.7584522145615403, ""scale"": 0.5}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,21.114526029923567,0.5126505767075801,UGC06614,MIXED_THREE_WAY_COMPETITIVE_ZONE,13,64.59,41.40789348446252,"{""amplitude"": 0.6105978526221014, ""n"": 8.0, ""scale"": 0.4}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,32.68281534780285,1.2337548559696696,UGC06614,MIXED_THREE_WAY_COMPETITIVE_ZONE,13,64.59,52.9761828023418,"{""amplitude"": 0.3563565675306549, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,25.80822349555172,0.7485580891283903,UGC06614,MIXED_THREE_WAY_COMPETITIVE_ZONE,13,64.59,46.10159095009067,"{""amplitude"": 0.9109718162469395, ""scale"": 1.6}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,25.581944740972382,0.7435544133594031,UGC06614,MIXED_THREE_WAY_COMPETITIVE_ZONE,13,64.59,45.875312195511334,"{""amplitude"": 0.9197946601778308, ""scale"": 1.0}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,23.56799797737277,0.5792848181708751,UGC06614,MIXED_THREE_WAY_COMPETITIVE_ZONE,13,64.59,43.86136543191172,"{""amplitude"": 0.8000242163272987, ""extra"": 1.4, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,15.721700719963861,0.5908277295480229,UGC06614,MIXED_THREE_WAY_COMPETITIVE_ZONE,13,64.59,36.015068174502815,"{""gas_coef"": 11.909808037959255, ""stellar_coef"": -0.09074119264061849}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,5.838942524490774,0.30660511793288303,UGC06614,MIXED_THREE_WAY_COMPETITIVE_ZONE,13,64.59,26.132309979029728,"{""intercept"": -0.40450348990535734, ""slope"": 1.4929626819894064}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-20.293367454538952,0.030922450096631946,UGC06614,MIXED_THREE_WAY_COMPETITIVE_ZONE,13,64.59,0.0,"{""coef"": [-1.002276624384748, 10.754300735791693, -53.051102804081, 136.95877526507383, -155.81273953446953, 62.854205887494736], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-0.6164805817545442,0.01808836337980681,UGC06667,NUISANCE_SENSITIVE_ZONE,9,7.85,21.01317717155058,"{""amplitude"": 0.8011611716836606, ""scale"": 0.3}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-11.342690535454928,0.006129215305695605,UGC06667,NUISANCE_SENSITIVE_ZONE,9,7.85,10.286967217850197,"{""amplitude"": 0.8848970616363664, ""n"": 2.0, ""scale"": 0.4}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,1.3763925380864732,0.027122978194370973,UGC06667,NUISANCE_SENSITIVE_ZONE,9,7.85,23.0060502913916,"{""amplitude"": 0.9124411270463215, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-18.604785728379586,0.0034550262742732932,UGC06667,NUISANCE_SENSITIVE_ZONE,9,7.85,3.024872024925539,"{""amplitude"": 0.8646278270198445, ""scale"": 0.4}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-8.773405124336284,0.009162693228160865,UGC06667,NUISANCE_SENSITIVE_ZONE,9,7.85,12.856252628968841,"{""amplitude"": 0.8665981069344988, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-15.480559021276612,0.0037912408953883897,UGC06667,NUISANCE_SENSITIVE_ZONE,9,7.85,6.149098732028513,"{""amplitude"": 0.8598861262452009, ""extra"": 0.8, ""scale"": 0.1}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,5.67604948361493,0.06054718373782212,UGC06667,NUISANCE_SENSITIVE_ZONE,9,7.85,27.305707236920057,"{""gas_coef"": -2.7043017957990436, ""stellar_coef"": 15.839057115491098}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,8.850289287582825,0.07091589584884117,UGC06667,NUISANCE_SENSITIVE_ZONE,9,7.85,30.47994704088795,"{""intercept"": 0.07447131305424019, ""slope"": 0.9199539090183502}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-21.629657753305125,0.0011461926796014744,UGC06667,NUISANCE_SENSITIVE_ZONE,9,7.85,0.0,"{""coef"": [-0.0910143634103842, 1.8475485852860098, -2.65989438366692, 8.776517154514416, -12.836949392671475, 5.805337842139561], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,14.526634409770715,0.2909512035694957,UGC06786,NUISANCE_SENSITIVE_ZONE,45,34.05,12.548209602253564,"{""amplitude"": 0.6807700756920406, ""scale"": 0.3}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,16.526634409770715,0.2909512035694957,UGC06786,NUISANCE_SENSITIVE_ZONE,45,34.05,14.548209602253564,"{""amplitude"": 0.6807700756920406, ""n"": 3.258993, ""scale"": 0.3}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,62.76098938551817,0.6266672104720328,UGC06786,NUISANCE_SENSITIVE_ZONE,45,34.05,60.78256457800102,"{""amplitude"": 0.7271401342236117, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,28.840257959924024,0.3614056476660513,UGC06786,NUISANCE_SENSITIVE_ZONE,45,34.05,26.861833152406874,"{""amplitude"": 0.7228812733872921, ""scale"": 0.4}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,32.62839429061442,0.3827436218399296,UGC06786,NUISANCE_SENSITIVE_ZONE,45,34.05,30.649969483097273,"{""amplitude"": 0.7651726054135568, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,17.95753475426757,0.2940759083505826,UGC06786,NUISANCE_SENSITIVE_ZONE,45,34.05,15.97910994675042,"{""amplitude"": 0.6676435160543064, ""extra"": 1.4, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,44.47438455316916,0.4419621608094424,UGC06786,NUISANCE_SENSITIVE_ZONE,45,34.05,42.49595974565201,"{""gas_coef"": 29.327217163436792, ""stellar_coef"": -0.002690889550124308}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,57.02024327442332,0.5642379740190535,UGC06786,NUISANCE_SENSITIVE_ZONE,45,34.05,55.04181846690617,"{""intercept"": -0.04669182901180277, ""slope"": 0.9587543746045315}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,1.9784248075171504,0.29989278286990323,UGC06786,NUISANCE_SENSITIVE_ZONE,45,34.05,0.0,"{""coef"": [-0.22245415608448774, 2.292675126822978, -2.487281122036572, 5.413206963491957, -8.529151681669065, 4.208221266779106], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,186.30148551228945,4.425238733178978,UGC06787,NUISANCE_SENSITIVE_ZONE,71,37.19,141.89684378614032,"{""amplitude"": 0.6223883208613998, ""scale"": 0.4}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,187.98113291423516,4.415924613892012,UGC06787,NUISANCE_SENSITIVE_ZONE,71,37.19,143.57649118808604,"{""amplitude"": 0.6235535784043372, ""n"": 3.0, ""scale"": 0.4}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,206.98943337799196,5.479951417216088,UGC06787,NUISANCE_SENSITIVE_ZONE,71,37.19,162.58479165184283,"{""amplitude"": 0.5712226981510579, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,188.23853536668796,4.518215945395459,UGC06787,NUISANCE_SENSITIVE_ZONE,71,37.19,143.83389364053883,"{""amplitude"": 0.7090596598056937, ""scale"": 0.65}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,188.0188498037955,4.508747214859808,UGC06787,NUISANCE_SENSITIVE_ZONE,71,37.19,143.61420807764637,"{""amplitude"": 0.7136680281107555, ""scale"": 0.4}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,188.35806027511495,4.435238314999318,UGC06787,NUISANCE_SENSITIVE_ZONE,71,37.19,143.95341854896583,"{""amplitude"": 0.6304279723211486, ""extra"": 1.0, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,135.46426328628368,1.6215351337625754,UGC06787,NUISANCE_SENSITIVE_ZONE,71,37.19,91.05962156013456,"{""gas_coef"": 41.900522190358316, ""stellar_coef"": -0.19488327344061646}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,147.6049392498153,2.024749603070497,UGC06787,NUISANCE_SENSITIVE_ZONE,71,37.19,103.20029752366617,"{""intercept"": -0.24441727920874648, ""slope"": 1.165344058851011}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,44.40464172614913,0.6933735514182194,UGC06787,NUISANCE_SENSITIVE_ZONE,71,37.19,0.0,"{""coef"": [-0.6680763722753188, 6.004845556838596, -12.811025384178599, 10.812294467512192, 0.28386719512237235, -2.976491362573792], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,10.246703640646908,0.09438939843718364,UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,8,6.98,17.054107254281504,"{""amplitude"": 0.7318706507686892, ""scale"": 1.0}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,8.115026309493327,0.05292748865718444,UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,8,6.98,14.922429923127925,"{""amplitude"": 0.6894833554164691, ""n"": 8.0, ""scale"": 0.65}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,19.699733920981892,0.6709723452337579,UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,8,6.98,26.50713753461649,"{""amplitude"": 0.20363769221164452, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,14.44613023489741,0.1748371276105353,UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,8,6.98,21.253533848532008,"{""amplitude"": 0.5521595416446088, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,13.63685792363367,0.14725020414928142,UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,8,6.98,20.444261537268268,"{""amplitude"": 0.6074351737534011, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,11.787555183509856,0.0992005579166707,UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,8,6.98,18.594958797144454,"{""amplitude"": 0.7691111359875866, ""extra"": 1.4, ""scale"": 0.5}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,0.13510006577299816,0.07200047624806884,UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,8,6.98,6.942503679407596,"{""gas_coef"": 11.493551839160945, ""stellar_coef"": -0.5103987459568614}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,10.633598918281248,0.1186470107312678,UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,8,6.98,17.441002531915846,"{""intercept"": -0.27044574909562646, ""slope"": 0.8569657832217275}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-6.807403613634598,0.006682823669641402,UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,8,6.98,0.0,"{""coef"": [-0.24676942743695915, 4.777297106474535, -35.88091729377943, 99.76590367569155, -109.1296178359229, 41.405238562575285], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-9.041932104574304,0.01516881705692709,UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,11,10.47,34.12744444484224,"{""amplitude"": 0.555409876575224, ""scale"": 0.4}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-11.180085872928746,0.010577545096683644,UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,11,10.47,31.989290676487794,"{""amplitude"": 0.5575836291939728, ""n"": 2.5, ""scale"": 0.4}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,3.171076465229585,0.028899502679651086,UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,11,10.47,46.34045301464612,"{""amplitude"": 0.5732293073024138, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-8.113507228766858,0.012870602137803147,UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,11,10.47,35.055869320649684,"{""amplitude"": 0.5831808692758449, ""scale"": 0.5}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-7.827151546552745,0.01256392398349399,UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,11,10.47,35.3422250028638,"{""amplitude"": 0.5969283853832298, ""scale"": 0.3}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-8.57195521875804,0.01236373511795808,UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,11,10.47,34.5974213306585,"{""amplitude"": 0.5662932792796593, ""extra"": 1.0, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,6.910317887889226,0.05177716383556948,UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,11,10.47,50.07969443730577,"{""gas_coef"": 4.777649763174844, ""stellar_coef"": 0.6237707798144408}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,1.7108949181938837,0.0353502196952148,UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,11,10.47,44.88027146761043,"{""intercept"": -0.013059171366545367, ""slope"": 0.6917201330791398}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-43.16937654941654,0.0003281802398101199,UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,11,10.47,0.0,"{""coef"": [0.40848011543696594, -7.019220119392888, 40.859245489934324, -87.69173498188115, 82.37218214155997, -28.330236657149698], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-9.904309904798343,0.03263089057611781,UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,10,16.61,34.882029131197385,"{""amplitude"": 0.5040202167786169, ""scale"": 0.2}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-10.263586954677173,0.020841077431924256,UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,10,16.61,34.52275208131855,"{""amplitude"": 0.5467521752439661, ""n"": 2.25, ""scale"": 0.25}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,-7.250751130772716,0.024394468020669656,UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,10,16.61,37.53558790522301,"{""amplitude"": 0.6104007513947486, ""scale"": 1.25}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-10.170561734668354,0.02488499293568286,UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,10,16.61,34.61577730132737,"{""amplitude"": 0.5472794867074122, ""scale"": 0.3}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-12.400218659799918,0.016552980759642264,UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,10,16.61,32.386120376195805,"{""amplitude"": 0.5791265886693708, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-8.921444301886487,0.0223361318049734,UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,10,16.61,35.864894734109235,"{""amplitude"": 0.5529932364545991, ""extra"": 0.8, ""scale"": 0.075}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,0.5037190040790276,0.06752616204241552,UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,10,16.61,45.290058040074754,"{""gas_coef"": 2.647979499403141, ""stellar_coef"": 0.6473273216259943}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,-0.34240502923407234,0.05400140171703826,UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,10,16.61,44.44393400676165,"{""intercept"": 0.09472889339765557, ""slope"": 0.5901883599642535}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-44.786339035995724,0.0005858004675715678,UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,10,16.61,0.0,"{""coef"": [-0.7318658672356064, 10.563909752012936, -39.1546496986396, 70.71591898303602, -60.713449053400744, 19.949987763613624], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,63.120642521458485,16.08488018682447,UGC06973,PATHOLOGY_ARCHIVE_ZONE,9,7.85,71.36940597689907,"{""amplitude"": 0.0, ""scale"": 0.05}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,65.12064252145848,16.08488018682447,UGC06973,PATHOLOGY_ARCHIVE_ZONE,9,7.85,73.36940597689907,"{""amplitude"": 0.0, ""n"": 0.5, ""scale"": 0.05}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,63.120642521458485,16.08488018682447,UGC06973,PATHOLOGY_ARCHIVE_ZONE,9,7.85,71.36940597689907,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,63.120642521458485,16.08488018682447,UGC06973,PATHOLOGY_ARCHIVE_ZONE,9,7.85,71.36940597689907,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,63.120642521458485,16.08488018682447,UGC06973,PATHOLOGY_ARCHIVE_ZONE,9,7.85,71.36940597689907,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,65.12064252145848,16.08488018682447,UGC06973,PATHOLOGY_ARCHIVE_ZONE,9,7.85,73.36940597689907,"{""amplitude"": 0.0, ""extra"": 0.4, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,9.554454098512505,0.055206453441360326,UGC06973,PATHOLOGY_ARCHIVE_ZONE,9,7.85,17.803217553953097,"{""gas_coef"": 20.916735385544584, ""stellar_coef"": -0.751602194958146}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,34.65620637985469,0.8755430232449543,UGC06973,PATHOLOGY_ARCHIVE_ZONE,9,7.85,42.904969835295276,"{""intercept"": -3.3289615571029008, ""slope"": 3.7949451526984834}",NUISANCE_PROXY
